Library,Commit,Root Cause,Date,bug report,PR/Issue,Violation,Impact,Action,condition,Fixing element,Fixing element detail,,,
pytorch,https://github.com/pytorch/pytorch/commit/45296f87ec865a7a500a6fd98353035c040d0cb7,Edge Cases,2023-03-20 23:19:31,"Prior to this change ROCm was not exiting check_cuda, causing an exception at packaging.version.parse(torch.version.cuda),",1,Insufficient,Program Crash,extend,If Checker,Object is Not Empty,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/cf732053e4f6b93b0a93006613552cd97f415b80,Boundary Value,2023-03-16 22:01:43," Today if we're accessing out of bound embedding rows, it'll either go through or throw IMA. This is not ideal - adding bound checks. This will probably slow things down - need to benchmark it.",,Missing,Program Crash,add,Macro Checker,In Range Tensor Indexing,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/c69b3b8d4f484cf537d98974a3a4143b77edf3c8,Device Availability,2023-03-13 16:04:12,Autograd engine use current device only. In this PR a check upon CUDA devices in device registry is added such that threads set the same CUDA device.,,Insufficient,Unexpected Behavior,extend,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/a5aceba61fc290236af955e2c4fff4513476c9ff,Error Message,2023-03-07 14:16:27, [static-runtime] a pass through checks throwing exceptions Summary: increasing verbosity where possible,1,Misleading,Confusing Error Message,improve,Macro Checker,Improve Error Message,Error Message,,,
pytorch,https://github.com/pytorch/pytorch/commit/1359d16fe8ca0cb7041674c455f2f99a9636fec0,Execution Mode,2023-03-05 9:53:02,Further tighten the checking of two eager runs. Summary: To catch nondeterminism in eager if there is any.,1,Missing,Unexpected Behavior,add,If Checker,Tensor is Executed in Eager Mode,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/a6a433aecd0da3ac3c8d49cb36091623f1b5ec9e,Edge Cases,2023-02-13 16:00:00,Add stack emptiness checks inside interpreter.cpp,,Missing,Program Crash,add,Macro Checker,Object is Not Empty,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/4e1bd4abe7691f460cb021e5b314168caa42ef92,Type Checking,2023-02-09 10:22:02,"Fix scalar type resolution for optional tenso. When TorchScript Value has an optional tensor, `dtype()` or `scalarType()` is not available and raise (by design).  The symbolic `_op_with_optional_float_cast` must check whether the tensor is otpional or not before calling the scalar type resolution API. This PR fixes that",1,Missing,Others,update,type Checking API,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/f77f88fbc7511b405c4e493bdd74634b633f63d1,Others,2023-02-01 3:12:39,"X86 qengine always uses fbgemm kernels on OS other than Linux. X86 quantization backend (qengine) with oneDNN kernels has not been validated on OS other than Linux. So, let it fall back to fbgemm if OS is not Linux. This makes sure the behavior is the same on Windows/Mac as the previous default fbgemm qengine on x86 CPUs.",,Missing,Program Crash,add,If Checker,Valid Tensor Quantization,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/63e47c68a692c70bc64c49d687f85f7f5cd02ce3,Edge Cases,2023-01-25 15:36:44," remove checks from embedding bag impl. These checks incur an H2D sync on every embedding bag forward. Also, the equivalent python code for embedding_bag does not have them",,Unnecessary,Unexpected Behavior,remove,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/bdbd3ed312e0fc81e75302239ea78b3445fe95e7,Computation Graph,2023-01-18 19:59:33,"Although `len(compiler.captured_graphs)` is 2, no error was thrown during the compilation. This observation conflicts with `nopython=True`. After some digging, I found a check is missed before making graph break. This PR adds it.",,Insufficient,Program Crash,extend,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/40d6f2a02027023216607adb892d3b9c7493904c,Type Checking,2023-01-17 18:14:21,Update sdp_utils to check gradmode and subclassed tensors. Fix up the grad check test to check for subclassed tensors and gradmode,,Insufficient,Unexpected Behavior,extend,Type Checking API,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/aab55d6d0d7b958e32cfdbb69794e107cfceb6bc,Computation Graph,2023-01-05 18:58:45,"Remove all the dequant nodes when the ref module has multi input args. When converting a ref module into a quant module, `_lower_static_weighted_ref_module` pass assumes the `ref_node` only has 1 input node, and only remove the first `dequant` node. We add a check in this PR to ensure this is the case for `_lower_static_weighted_ref_module` pass.",1,Missing,Unexpected Behavior,add,Assertion Statement,Valid Computation Graph,Computation Graph,,,
pytorch,https://github.com/pytorch/pytorch/commit/6bf0e3b697ce688bc8325440dea3b51fea571c3d,Backend Type,2023-01-03 17:38:29,"Check for BackendCompilerFailed on CI. random triton failure on CI, but we need to check against the BackendCompilerFailed exception type.",2,Missing,Others,extend,If Checker,Available Backend,Backend,,,
pytorch,https://github.com/pytorch/pytorch/commit/7e9bf2ed860b8b60d252eead4cc457c3fe5f1667,Computation Graph,2022-12-19 18:43:28,"Although `len(compiler.captured_graphs)` is 2, no error was thrown during the compilation. This observation conflicts with `nopython=True`. After some digging, I found a check is missed before making graph break. This PR adds it.",,Insufficient,Program Crash,extend,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/9e314bd8224f93b4ba1f9e4c065150e47a2de2cc,Type Checking,2022-12-06 13:17:20,"handle the case where output of op is Optional[Tensor]. some op might have Optional[Tensor] returns where it return None (i.e. native_layer_norm_backward), it's a mismatch between C++ aten op signature and python None, but we need to handle it in the python side",1,Missing,Unexpected Behavior,add,If Checker,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/2597d5d72272d196b4cb5442ffc8cde376d1f785,Type Checking,2022-12-05 22:07:53," TorchDynamo: always convert flexiblelayout to be FixedLayout when given a stride_order. For convolution, we always call **require_stride_order** to convert the input to the target stride order,  if the original input's layout is flexiblelayout, there always have a memory copy because the **is_stride_order_storage_and_layout** only checks the init stride order,  I think for flexiblelayout, means it's layout can be changed, if the user gives a stride order, I think we always need to convert the flexiblelayout to be FixedLayout using given strider order.",,Insufficient,Performance Degradation,extend,Type Checking API,Valid Object Type,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/6f5945e4bb1258d39a2878a08a910fcc8f659d5e,Device Availability,2022-12-01 17:01:41,"triton supports devices < 7.0, not 6.0. triton is still buggy with Pascal devices, so make the error checker reflect that. Also, this < 6.0 never worked, as the `has_triton` definition in utils.py was checking >= 7.0.",1,Improper,Unexpected Behavior,update,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/5b51ca6808191e9f3dcea1d43fa731488cc688bb,Device Version,2022-11-22 22:07:22,Update CUDA compiler matrix. Switch GCC/Clang max versions to be exclusive as the `include/crt/host_config.h` checks the major version only for the upper bound. This allows to be less restrictive and match the checks in the aforementioned header. Also update the versions using that header in the CUDA SDKs.,,Improper,Unexpected Behavior,update,If Checker,Valid Device Version,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/e856a4d66bead8997a83f8714547c09fcbcdc263,Device Version,2022-11-17 15:10:52, Add an env var to skip cudnn version compatibility check. skip the check by setting `PYTORCH_SKIP_CUDNN_COMPATIBILITY_CHECK=1`,,Missing,Unexpected Behavior,add,If Checker,Valid Device Version,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/d8466964b348b6172317f70b8e52de02402bad54,Edge Cases,2022-11-15 15:35:51,Add range check to multi margin loss target ,,Missing,Program Crash,add,If Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/ee91c328da5739ce03b3127cd7c542ce505212b8,Device Type,2022-11-11 7:19:31,Fix cuda/cpu check on NoneType ,1,Improper,Others,update,If Checker,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/b90db4a78f8d760377a81a5a64d03ab4b67599de,Type Checking,2022-10-20 1:05:56,Fix type checking to accept both Iter and Map DataPipe,1,Improper,Unexpected Behavior,update,Type Checking API,Valid Object Type,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/232fbd90ff6d93362120d955befeeb297179ddad,Device Type,2022-10-19 3:13:38,"For aten.convolution CPU path, the bias always can be fused, so this PR adds a device check: if inputs' device is CPU, we will fuse it for a good performance.",,Missing,Unexpected Behavior,add,If Checker,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/4839f73f329b38819e6f69a8662d61dc36558e52,Others,2022-10-13 13:54:28,"Fix incorrect tensor storage check. These fixes were run through the DirectML test suite, and confirm the check is now working correctly.",2,Improper,Program Crash,update,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/7ddf167ba5db277e02f983a6bde2bc3f5fbe1caa,Edge Cases,2022-09-30 14:30:06,Move the asserts in shape functions upsample_nearest_2d op. The assert check are moved to top and the function now returns out. This is needed by the downstream torch-mlir project to correctly determine the output type.,,Missing,Unexpected Behavior,add,If Checker,Object is Not Empty,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/61b9d8fccd3361f21e1f3548c2a9538b62cc7525,Null Value,2022-08-26 16:03:24,"It is apparently undefined behavior to do pointer arithmetic on nullptr. In the case of AppendOnlyList, `next_` will only be null if `end_` is also null and thus the `memcpy` path will only be triggered if `n == 0`. Nonetheless, it is U to `memcpy(0, 0, 0)`. The extra null check is in a `C10_LIKELY` block so the extra cost should be negligible, and indeed after dusting off the component microbenchmarks there's no observable difference.",,Improper,Unexpected Behavior,update,If Checker,Object is Not Null,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/63cbdc92a750a667ffdcfbdac563d02db6fd9559,Type Checking,2022-08-25 4:28:40,switching the exact check to isinstance check. Simplifying a type check if an object is a SymIntNode in `is_symint_node`,,Improper,Others,update,Type Checking API,Valid Object Type,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/6592259ea52f45e1fc9a633ccb5b154ba5099334,Device Availability,2022-08-01 5:28:44,"As per torch.jit.load documentation, all previously saved modules, irrespective of their device, are first loaded onto CPU, and then are moved to the devices they were saved from. So far, supported devices included CPU and CUDA only. To enable torch.jit.load for HPU, additional check for HPU is introduced.",,Insufficient,Unexpected Behavior,extend,If Checker,Available Device,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/577e90ae9bf257040acb68da3626d9a64d07bf7a,Error Message,2022-06-23 5:04:34, Improve error message for missing ops. The current error message is ill formed,1,Misleading,Confusing Error Message,improve,Macro Checker,Improve Error Message,Error Message,,,
pytorch,https://github.com/pytorch/pytorch/commit/157d478a30f27fd9d866c1235841721a559c8d0b,Edge Cases,2022-06-05 19:10:55,Fix omission of shape in size check in index. ,1,Improper,Program Crash,update,Boolean Expression,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/1f819ee965894b8332cb364a67c91855c91c9dcc,Others,2022-06-03 16:14:32,"Add check for no grad in transformer encoder nestedtensor conversion.  Before, we allowed inputs with grad to be converted to NestedTensors. Autograd attempts to find the size of the NestedTensor, but NestedTensor throws an exception for its size function. This causes all calls to nn.TransformerEncoder with grad enabled to fail. Fix: we add a check for no grad in transformer encoder so we do not convert tensor with grad to nestedtensor.",1,Missing,Unexpected Behavior,add,If Checker,Others,Others,,,
pytorch,https://github.com/pytorch/pytorch/commit/cc6a51c9f3ee97a06ff9c0b84477e88e33e31137,Edge Cases,2022-06-02 17:12:14,added shape checking to WeightedRandomSampler,,Missing,Others,add,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/b6920405da340bbd3397b80bf16d9c360b0c48d2,Type Checking,2022-05-25 22:27:33,reorder checks to shave 1 us off no-op dispatch time ,,Improper,Performance Degradation,relocate,If Checker,Valid Object Type,Regular Object,,,
pytorch,https://github.com/pytorch/pytorch/commit/fe6aa0844466e5dd2669092eac5edde153108b28,Type Checking,2022-05-13 16:49:40,Don't delegate to `operator=` for construction. Catch hypothetical addition of a new Scalar type via debug assertion rather than checking in prod.,,Improper,Unexpected Behavior,replace,Macro Checker,Valid Tensor Type,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/29b702144bf5bb96dfd8fcbd04b6562a27ca5385,Device Type,2022-05-07 6:35:29, Fix issue in s_addmm_out_sparse_dense_cpu only supporting CUDA device checking. ## Motivation The at::native::s_addmm_out_sparse_dense_cpu only supports the CPU tensors. But it only checks whether the tensor is on CUDA device which is not enough. ## Solution Change the tensor device type checkging from is_cuda to !is_cpu to protect other backends than the CUDA.,1,Improper,Unexpected Behavior,update,Macro Checker,Valid Device Type,Device,,,
pytorch,https://github.com/pytorch/pytorch/commit/9bcb4de16878073896d8743fbd70d5abe28b595a,Edge Cases,2022-05-03 7:50:36,check parameter k and l ,,Insufficient,Program Crash,extend,Macro Checker,Valid Tensor Dimension,Tensor,,,
pytorch,https://github.com/pytorch/pytorch/commit/75be4f9cdb503d6eff189b2bc5c05d96bff66653,Others,2022-04-26 13:52:45," check tensor has storage before refer to tensor data ptr. In the exporter dedupe initializers passes, check the tensor has storage before reference to tensor's data_ptr, otherwise it will result in a crash.",1,Insufficient,Program Crash,extend,Checker API,Others,Others,,,
